user_id,lang,ref_link,balance,ref_count,wallet,balance_q,current_task
5566384153,ru,https://t.me/b1coin_bot?start=5566384153,2150,0,...,250,13
5577592747,ru,https://t.me/b1coin_bot?start=5577592747,0,0,...,0,0
5581052811,ru,https://t.me/b1coin_bot?start=5581052811,2400,1,...,350,16
5588832277,ru,https://t.me/b1coin_bot?start=5588832277,0,0,...,0,0
5593698351,,https://t.me/b1coin_bot?start=5593698351,50,0,...,0,0
5607710736,,https://t.me/b1coin_bot?start=5607710736,50,0,...,0,0
5641665906,,https://t.me/b1coin_bot?start=5641665906,50,0,...,0,0
5675651523,,https://t.me/b1coin_bot?start=5675651523,50,0,...,0,0
5676919430,ru,https://t.me/b1coin_bot?start=5676919430,700,1,...,0,2
5680097082,ru,https://t.me/b1coin_bot?start=5680097082,200,1,...,0,0
5691551565,ru,https://t.me/b1coin_bot?start=5691551565,0,0,...,0,0
5696403772,,https://t.me/b1coin_bot?start=5696403772,50,0,...,0,0
5721760583,ru,https://t.me/b1coin_bot?start=5721760583,0,0,...,0,0
5726040264,ru,https://t.me/b1coin_bot?start=5726040264,200,1,...,0,0
5738587385,ru,https://t.me/b1coin_bot?start=5738587385,0,0,...,0,0
5773499490,ru,https://t.me/b1coin_bot?start=5773499490,200,0,...,0,1
5784871405,ru,https://t.me/b1coin_bot?start=5784871405,700,0,...,0,3
5827255090,ru,https://t.me/b1coin_bot?start=5827255090,400,2,...,0,0
5847417363,ru,https://t.me/b1coin_bot?start=5847417363,0,0,...,0,0
5860831242,ru,https://t.me/b1coin_bot?start=5860831242,0,0,...,0,0
5860846723,ru,https://t.me/b1coin_bot?start=5860846723,0,0,...,0,0
5862617307,ru,https://t.me/b1coin_bot?start=5862617307,2500,2,UQBa_x9B_L9mTUe8rKur_qIp2FmfjJeDl_-uU9hptDSJAP37,350,17
5871183035,ru,https://t.me/b1coin_bot?start=5871183035,0,0,...,0,0
5876207358,,https://t.me/b1coin_bot?start=5876207358,50,0,...,0,0
5877264734,ru,https://t.me/b1coin_bot?start=5877264734,4300,12,UQDzPXMPFVyJpRvfzPk3vBVYZxJ9nd8IoJ8sv3H19s7x0UrT,350,16
5886648908,ru,https://t.me/b1coin_bot?start=5886648908,1700,0,UQBrYhSG-9V3X2nct7PXYNWTx75JuwphwF1fOhJrsmEQIbj1,300,17
5888121373,ru,https://t.me/b1coin_bot?start=5888121373,0,0,...,0,0
5889688603,ru,https://t.me/b1coin_bot?start=5889688603,0,0,...,0,0
5894028556,,https://t.me/b1coin_bot?start=5894028556,50,0,...,0,0
5899979728,ru,https://t.me/b1coin_bot?start=5899979728,0,0,...,0,0
5941381514,ru,https://t.me/b1coin_bot?start=5941381514,0,0,UQBDg666klmctcdFrVMu14GOkahQOBDvfpcreqzob0rqAs7q,0,0
5942872537,ru,https://t.me/b1coin_bot?start=5942872537,0,0,...,0,0
5958698045,ru,https://t.me/b1coin_bot?start=5958698045,0,0,...,0,0
5969698442,,https://t.me/b1coin_bot?start=5969698442,50,0,...,0,0
5978620800,ru,https://t.me/b1coin_bot?start=5978620800,200,0,...,0,1
5982832301,ru,https://t.me/b1coin_bot?start=5982832301,0,0,...,0,0
5983143895,,https://t.me/b1coin_bot?start=5983143895,50,0,...,0,0
5991646196,ru,https://t.me/b1coin_bot?start=5991646196,0,0,...,0,0
6024034498,,https://t.me/b1coin_bot?start=6024034498,2500,0,...,150,16
6045808219,ru,https://t.me/b1coin_bot?start=6045808219,0,0,...,0,0
6061054191,,https://t.me/b1coin_bot?start=6061054191,50,0,...,0,0
6071604280,ru,https://t.me/b1coin_bot?start=6071604280,0,0,...,0,0
6093887179,ru,https://t.me/b1coin_bot?start=6093887179,0,0,...,0,0
6110274368,ru,https://t.me/b1coin_bot?start=6110274368,0,0,...,0,0
6110332577,,https://t.me/b1coin_bot?start=6110332577,50,0,...,0,0
6129587039,,https://t.me/b1coin_bot?start=6129587039,0,0,...,0,0
6195495616,ru,https://t.me/b1coin_bot?start=6195495616,0,0,...,0,0
6207341606,ru,https://t.me/b1coin_bot?start=6207341606,0,0,...,0,0
6232417402,ru,https://t.me/b1coin_bot?start=6232417402,2050,0,UQDiIpLswU3Ou0_e7IST-30s5uOrdqFdtJEQNk33ctPpzqy_,350,17
6237886681,ru,https://t.me/b1coin_bot?start=6237886681,0,0,...,0,0
6241417282,ru,https://t.me/b1coin_bot?start=6241417282,0,0,...,0,0
6292185703,ru,https://t.me/b1coin_bot?start=6292185703,0,0,...,0,0
6300927188,ru,https://t.me/b1coin_bot?start=6300927188,0,0,...,0,0
6305330530,,https://t.me/b1coin_bot?start=6305330530,50,0,...,0,0
6356378538,,https://t.me/b1coin_bot?start=6356378538,50,0,...,0,0
6370037507,ru,https://t.me/b1coin_bot?start=6370037507,200,0,...,0,1
6385711336,,https://t.me/b1coin_bot?start=6385711336,50,0,...,0,0
6397932420,,https://t.me/b1coin_bot?start=6397932420,50,0,...,0,0
6430318291,ru,https://t.me/b1coin_bot?start=6430318291,1950,1,UQA4_enf-t1Ips0F0BhmZvHR3ETmjgitWau1Roo7kerK9VCP,350,17
6436062918,,https://t.me/b1coin_bot?start=6436062918,50,0,...,0,0
6439718739,,https://t.me/b1coin_bot?start=6439718739,50,0,...,0,0
6484832511,ru,https://t.me/b1coin_bot?start=6484832511,0,0,...,0,0
6500335650,,https://t.me/b1coin_bot?start=6500335650,50,0,...,0,0
6527489387,ru,https://t.me/b1coin_bot?start=6527489387,200,1,...,0,0
6531753508,,https://t.me/b1coin_bot?start=6531753508,50,0,...,0,0
6533158594,ru,https://t.me/b1coin_bot?start=6533158594,0,0,...,0,0
6553105024,,https://t.me/b1coin_bot?start=6553105024,0,0,...,0,0
6558386095,,https://t.me/b1coin_bot?start=6558386095,50,0,...,0,0
6561943285,ru,https://t.me/b1coin_bot?start=6561943285,0,0,...,0,0
6563519431,ru,https://t.me/b1coin_bot?start=6563519431,500,0,...,0,2
6580097411,ru,https://t.me/b1coin_bot?start=6580097411,1200,6,...,0,0
6610126899,ru,https://t.me/b1coin_bot?start=6610126899,0,0,...,0,0
6624371698,,https://t.me/b1coin_bot?start=6624371698,50,0,...,0,0
6628005798,,https://t.me/b1coin_bot?start=6628005798,50,0,...,0,0
6671882367,,https://t.me/b1coin_bot?start=6671882367,50,0,...,0,0
6697798957,,https://t.me/b1coin_bot?start=6697798957,50,0,...,0,0
6698907037,ru,https://t.me/b1coin_bot?start=6698907037,0,0,...,0,0
6718902357,ru,https://t.me/b1coin_bot?start=6718902357,0,0,...,0,0
6721354004,,https://t.me/b1coin_bot?start=6721354004,50,0,...,0,0
6727873225,ru,https://t.me/b1coin_bot?start=6727873225,0,0,...,0,0
6729975245,,https://t.me/b1coin_bot?start=6729975245,50,0,...,0,0
6729990040,ru,https://t.me/b1coin_bot?start=6729990040,0,0,...,0,0
6742023130,,https://t.me/b1coin_bot?start=6742023130,50,0,...,0,0
6763480755,,https://t.me/b1coin_bot?start=6763480755,50,0,...,0,0
6764218132,ru,https://t.me/b1coin_bot?start=6764218132,0,0,...,0,0
6768563622,ru,https://t.me/b1coin_bot?start=6768563622,0,0,...,0,0
6777467699,ru,https://t.me/b1coin_bot?start=6777467699,0,0,...,0,0
6780756950,ru,https://t.me/b1coin_bot?start=6780756950,0,0,...,0,0
6789189870,ru,https://t.me/b1coin_bot?start=6789189870,0,0,...,0,0
6794138140,,https://t.me/b1coin_bot?start=6794138140,0,0,...,0,0
6801778716,ru,https://t.me/b1coin_bot?start=6801778716,0,0,...,0,0
6813020746,ru,https://t.me/b1coin_bot?start=6813020746,0,0,...,0,0
6822630083,ru,https://t.me/b1coin_bot?start=6822630083,0,0,...,0,0
6827549552,ru,https://t.me/b1coin_bot?start=6827549552,0,0,...,0,0
6828835900,ru,https://t.me/b1coin_bot?start=6828835900,0,0,...,0,0
6828989187,ru,https://t.me/b1coin_bot?start=6828989187,0,0,...,0,0
6852250139,,https://t.me/b1coin_bot?start=6852250139,50,0,...,0,0
6859283308,ru,https://t.me/b1coin_bot?start=6859283308,0,0,...,0,0
6870590259,ru,https://t.me/b1coin_bot?start=6870590259,1450,2,...,350,16
6876403214,,https://t.me/b1coin_bot?start=6876403214,50,0,...,0,0
6882468461,,https://t.me/b1coin_bot?start=6882468461,50,0,...,0,0
6887813118,ru,https://t.me/b1coin_bot?start=6887813118,0,0,...,0,0
6891991346,,https://t.me/b1coin_bot?start=6891991346,0,0,...,0,0
6896612580,ru,https://t.me/b1coin_bot?start=6896612580,0,0,...,0,0
6913831722,ru,https://t.me/b1coin_bot?start=6913831722,0,0,...,0,0
6920398722,ru,https://t.me/b1coin_bot?start=6920398722,0,0,...,0,0
6924205480,ru,https://t.me/b1coin_bot?start=6924205480,0,0,...,0,0
6926152282,ru,https://t.me/b1coin_bot?start=6926152282,0,0,...,0,0
6929884816,,https://t.me/b1coin_bot?start=6929884816,50,0,...,0,0
6930016274,ru,https://t.me/b1coin_bot?start=6930016274,0,0,...,0,0
6930305891,,https://t.me/b1coin_bot?start=6930305891,50,0,...,0,0
6930496923,ru,https://t.me/b1coin_bot?start=6930496923,0,0,...,0,0
6934395515,,https://t.me/b1coin_bot?start=6934395515,50,0,...,0,0
6953340831,ru,https://t.me/b1coin_bot?start=6953340831,1250,1,UQCvIqnKFl7SGfOYuQ2vDxpYH6QpYWe3-BRKH7hy_vJFyviz,200,14
6956540124,ru,https://t.me/b1coin_bot?start=6956540124,3000,4,...,350,17
6972250012,ru,https://t.me/b1coin_bot?start=6972250012,0,0,...,0,0
6983639400,ru,https://t.me/b1coin_bot?start=6983639400,0,0,...,0,0
6992646744,,https://t.me/b1coin_bot?start=6992646744,0,0,...,0,0
6992921900,ru,https://t.me/b1coin_bot?start=6992921900,400,2,...,0,0
6994055103,ru,https://t.me/b1coin_bot?start=6994055103,0,0,...,0,0
6995260771,ru,https://t.me/b1coin_bot?start=6995260771,0,0,...,0,0
6997427311,,https://t.me/b1coin_bot?start=6997427311,0,0,...,0,0
6999893879,,https://t.me/b1coin_bot?start=6999893879,0,0,...,0,0
7009632759,ru,https://t.me/b1coin_bot?start=7009632759,200,0,...,0,1
7012990273,,https://t.me/b1coin_bot?start=7012990273,0,0,...,0,0
7013077892,ru,https://t.me/b1coin_bot?start=7013077892,0,0,...,0,0
7015291034,,https://t.me/b1coin_bot?start=7015291034,0,0,...,0,0
7021165083,ru,https://t.me/b1coin_bot?start=7021165083,0,0,...,0,0
7026622938,ru,https://t.me/b1coin_bot?start=7026622938,0,0,...,0,0
7028838570,,https://t.me/b1coin_bot?start=7028838570,0,0,...,0,0
7042991024,,https://t.me/b1coin_bot?start=7042991024,50,0,...,0,0
7044307671,ru,https://t.me/b1coin_bot?start=7044307671,0,0,...,0,0
7044942518,,https://t.me/b1coin_bot?start=7044942518,50,0,...,0,0
7045024888,ru,https://t.me/b1coin_bot?start=7045024888,0,0,...,0,0
7045056767,ru,https://t.me/b1coin_bot?start=7045056767,0,0,...,0,0
7045210703,ru,https://t.me/b1coin_bot?start=7045210703,0,0,...,0,0
7047869933,ru,https://t.me/b1coin_bot?start=7047869933,200,0,...,0,1
7048975486,ru,https://t.me/b1coin_bot?start=7048975486,0,0,...,0,0
7065054414,,https://t.me/b1coin_bot?start=7065054414,0,0,...,0,0
7067386877,,https://t.me/b1coin_bot?start=7067386877,50,0,...,0,0
7069576464,ru,https://t.me/b1coin_bot?start=7069576464,0,0,...,0,0
7070668598,ru,https://t.me/b1coin_bot?start=7070668598,0,0,...,0,0
7071479842,ru,https://t.me/b1coin_bot?start=7071479842,0,0,...,0,0
7099767634,,https://t.me/b1coin_bot?start=7099767634,50,0,...,0,0
7119029017,ru,https://t.me/b1coin_bot?start=7119029017,0,0,...,0,0
7125205720,ru,https://t.me/b1coin_bot?start=7125205720,0,0,...,0,0
7125262102,ru,https://t.me/b1coin_bot?start=7125262102,0,0,...,0,0
7128494740,ru,https://t.me/b1coin_bot?start=7128494740,0,0,...,0,0
7141991474,,https://t.me/b1coin_bot?start=7141991474,0,0,...,0,0
7142886381,,https://t.me/b1coin_bot?start=7142886381,0,0,...,0,0
7144951454,ru,https://t.me/b1coin_bot?start=7144951454,0,0,...,0,0
7148744827,ru,https://t.me/b1coin_bot?start=7148744827,0,0,...,0,0
7150852858,,https://t.me/b1coin_bot?start=7150852858,50,0,...,0,0
7152034876,,https://t.me/b1coin_bot?start=7152034876,50,0,...,0,0
7157453397,ru,https://t.me/b1coin_bot?start=7157453397,0,0,...,0,0
7164377861,,https://t.me/b1coin_bot?start=7164377861,0,0,...,0,0
7172096212,,https://t.me/b1coin_bot?start=7172096212,0,0,...,0,0
7196380446,ru,https://t.me/b1coin_bot?start=7196380446,0,0,...,0,0
7206739821,ru,https://t.me/b1coin_bot?start=7206739821,0,0,...,0,0
7225902560,ru,https://t.me/b1coin_bot?start=7225902560,0,0,...,0,0
7230551445,,https://t.me/b1coin_bot?start=7230551445,50,0,...,0,0
7235928498,,https://t.me/b1coin_bot?start=7235928498,50,0,...,0,0
7240471134,,https://t.me/b1coin_bot?start=7240471134,0,0,...,0,0
7251837971,,https://t.me/b1coin_bot?start=7251837971,50,0,...,0,0
7253095851,,https://t.me/b1coin_bot?start=7253095851,50,0,...,0,0
7253366818,,https://t.me/b1coin_bot?start=7253366818,50,0,...,0,0
7268809703,ru,https://t.me/b1coin_bot?start=7268809703,0,0,...,0,0
7281489399,,https://t.me/b1coin_bot?start=7281489399,0,0,...,0,0
7298479826,,https://t.me/b1coin_bot?start=7298479826,0,0,...,0,0
7307534837,,https://t.me/b1coin_bot?start=7307534837,0,0,...,0,0
7320538519,ru,https://t.me/b1coin_bot?start=7320538519,0,0,...,0,0
7322245228,,https://t.me/b1coin_bot?start=7322245228,0,0,...,0,0
7323687912,ru,https://t.me/b1coin_bot?start=7323687912,0,0,...,0,0
7332212785,ru,https://t.me/b1coin_bot?start=7332212785,200,0,...,0,1
7354738275,,https://t.me/b1coin_bot?start=7354738275,0,0,...,0,0
7414408016,ru,https://t.me/b1coin_bot?start=7414408016,0,0,...,0,0
7425460422,ru,https://t.me/b1coin_bot?start=7425460422,0,0,...,0,0
7438732921,,https://t.me/b1coin_bot?start=7438732921,0,0,...,0,0
7471454357,ru,https://t.me/b1coin_bot?start=7471454357,0,0,...,0,0
7473154857,ru,https://t.me/b1coin_bot?start=7473154857,0,0,...,0,0
7476597485,,https://t.me/b1coin_bot?start=7476597485,0,0,...,0,0
7476886180,,https://t.me/b1coin_bot?start=7476886180,0,0,...,0,0
7479227578,ru,https://t.me/b1coin_bot?start=7479227578,0,0,...,0,0
7499358904,,https://t.me/b1coin_bot?start=7499358904,0,0,...,0,0
